transition_id,source_publication,source_family,transition_direction,reference_evidence,reference_tier,q1_technical_eligibility,exclusion_reason,instrument_pair,redshift,bright_endpoint_identifier,faint_endpoint_identifier,bright_variance_provenance,faint_variance_provenance
J102822.85+235125.8,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,"final visual broad-Hbeta appearance/disappearance; Hbeta,Halpha; broad-Halpha or significant photometric corroboration required by source",GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1735728979110717,SDSS:2349-53734-60;specObjID=2644755436493891584;run2d=26,LAMOST_DR11:obsid=336105178;planid=HD103157N244323M01;spid=5;fiberid=178;LMJD=57103,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J103844.05+390804.0,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1165396347641944,SDSS:1432-53003-128;specObjID=1612323901352732672;run2d=26,LAMOST_DR11:obsid=811406074;planid=HD102602N391601M02;spid=6;fiberid=74;LMJD=58926,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J104043.38+273518.9,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1671488732099533,SDSS:2358-53797-310;specObjID=2654957256189175808;run2d=26,LAMOST_DR11:obsid=212710116;planid=HD104953N275826M01;spid=10;fiberid=116;LMJD=56685,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J104111.56+555142.4,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.3224997818470001,SDSS:906-52368-380;specObjID=1020169808932530176;run2d=26,LAMOST_DR11:obsid=565905226;planid=HD104559N565515M02;spid=5;fiberid=226;LMJD=57870,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J104427.75+271806.3,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,"final visual broad-Hbeta appearance/disappearance; Hbeta,Halpha; broad-Halpha or significant photometric corroboration required by source",GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.0758242085576057,SDSS:2356-53786-25;specObjID=2652627115987462144;run2d=26,LAMOST_DR11:obsid=630703244;planid=HD104953N275826M02;spid=3;fiberid=244;LMJD=58133,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J105233.83+454949.3,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1267061084508896,SDSS:1434-53053-573;specObjID=1614698022673868800;run2d=26,LAMOST_DR11:obsid=649509145;planid=HD104520N453358M02;spid=9;fiberid=145;LMJD=58171,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J110413.32+281530.3,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1866018623113632,SDSS:2211-53786-187;specObjID=2489416159716206592;run2d=26,LAMOST_DR11:obsid=392405116;planid=HD110311N285548M01;spid=5;fiberid=116;LMJD=57377,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J1110+0804,Yang et al. (2025),Yang2025_turn_on,turn_on,published endpoint spectra and line table show absent faint broad Hbeta and emerged bright broad Hbeta; continuum variability; multiline support where available,GOLD,ELIGIBLE,,LAMOST_DR11/SDSS_LEGACY,0.1161192953586578,LAMOST_DR11:obsid=631809074;planid=HD110609N070823M02;spid=9;fiberid=74;LMJD=58136,SDSS:1004-52723-452;specObjID=1130527796968318976,NATIVE_LAMOST_SUPPORTED,NATIVE_SDSS_SUPPORTED
J112229.65+214815.6,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.0602363459765911,SDSS:2496-54178-513;specObjID=2810387249940686848;run2d=26,LAMOST_DR11:obsid=435205184;planid=HD112608N224229M01;spid=5;fiberid=184;LMJD=57453,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J113402.78+290403.9,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.3623022437095642,SDSS:2220-53795-271;specObjID=2499572348772968448;run2d=26,LAMOST_DR11:obsid=507214106;planid=HD114322N280318M02;spid=14;fiberid=106;LMJD=57756,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J114154.47+063509.6,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,"final visual broad-Hbeta appearance/disappearance; Hbeta,Halpha; broad-Halpha or significant photometric corroboration required by source",GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1017791330814361,SDSS:1620-53137-122;specObjID=1823991436819851264;run2d=26,LAMOST_DR11:obsid=965407068;planid=HD113827N080803M02;spid=7;fiberid=68;LMJD=59585,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J114634.92+282642.0,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.2252099066972732,SDSS:2222-53799-122;specObjID=2501783191845627904;run2d=26,LAMOST_DR11:obsid=507209219;planid=HD114322N280318M02;spid=9;fiberid=219;LMJD=57756,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J120635.22+175312.3,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1458721905946731,SDSS:2595-54207-589;specObjID=2921872231925573632;run2d=26,LAMOST_DR11:obsid=404114104;planid=HD121513N165426M01;spid=14;fiberid=104;LMJD=57398,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J121618.00+515946.1,Zeltyn et al. (2024),Zeltyn2024_SDSSV,turn_off,published endpoint spectra show broad-Hbeta appearance/disappearance; final visual CLAGN designation; independent follow-up and/or optical+WISE corroboration,GOLD,ELIGIBLE,,SDSS_LEGACY/SDSSV_DR19,0.6233243346214294,SDSS:883-52430-109;specObjID=994199620202555392;run2d=26,SDSSV_DR19:sdss_id=61917395;field=15237;mjd=59256;catalogid=4351905150;run2d=v6_1_3,NATIVE_SDSS_SUPPORTED,NATIVE_SDSSV_SUPPORTED
J122355.23+343856.6,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1362373679876327,SDSS:1999-53503-624;specObjID=2250845496362952704;run2d=26,LAMOST_DR11:obsid=307702072;planid=HD122712N362227M01;spid=2;fiberid=72;LMJD=57052,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J122623.69+261050.0,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1287753880023956,SDSS:2658-54502-576;specObjID=2992800357593147392;run2d=26,LAMOST_DR11:obsid=299805137;planid=HD122624N271605M01;spid=5;fiberid=137;LMJD=57041,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J122945.61+440934.5,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1880123615264892,SDSS:1372-53062-304;specObjID=1544818286443653120;run2d=26,LAMOST_DR11:obsid=713209059;planid=HD122456N425117M02;spid=9;fiberid=59;LMJD=58492,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J124554.71+460418.7,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.10796719789505,SDSS:1455-53089-91;specObjID=1638209430170396672;run2d=26,LAMOST_DR11:obsid=989609022;planid=HD124214N455237B02;spid=9;fiberid=22;LMJD=59637,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J130501.21+010323.8,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,"final visual broad-Hbeta appearance/disappearance; Hbeta,Halpha; broad-Halpha or significant photometric corroboration required by source",GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1342264115810394,SDSS:294-51986-417;specObjID=331129230018504704;run2d=26,LAMOST_DR11:obsid=881515101;planid=HD130444N001742M02;spid=15;fiberid=101;LMJD=59230,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J131432.70+122718.5,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,"final visual broad-Hbeta appearance/disappearance; Hbeta,Halpha; broad-Halpha or significant photometric corroboration required by source",GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.0864279270172119,SDSS:1697-53142-461;specObjID=1910778913341073408;run2d=26,LAMOST_DR11:obsid=1098708162;planid=HD131318N132328B03;spid=8;fiberid=162;LMJD=59996,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J132421.98+280238.3,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1244172900915145,SDSS:2002-53471-3;specObjID=2254052496366397440;run2d=26,LAMOST_DR11:obsid=219316181;planid=HD133100N262324M01;spid=16;fiberid=181;LMJD=56718,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J133551.98+544450.1,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1075638681650161,SDSS:1042-52725-410;specObjID=1173300448589801472;run2d=26,LAMOST_DR11:obsid=992312235;planid=HD132759N524444B02;spid=12;fiberid=235;LMJD=59641,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J134133.73+090356.7,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1049645543098449,SDSS:1804-53886-255;specObjID=2031193591006652416;run2d=26,LAMOST_DR11:obsid=974213161;planid=HD133552N081734M01;spid=13;fiberid=161;LMJD=59606,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J134739.65+362240.0,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,"final visual broad-Hbeta appearance/disappearance; Hbeta,Halpha; broad-Halpha or significant photometric corroboration required by source",GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.2469585090875625,SDSS:2033-53476-395;specObjID=2289063145701926912;run2d=26,LAMOST_DR11:obsid=661701107;planid=HD134619N383013M02;spid=1;fiberid=107;LMJD=58227,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J135255.68+252859.6,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,"final visual broad-Hbeta appearance/disappearance; Hbeta,Halpha; broad-Halpha or significant photometric corroboration required by source",GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.0635854303836822,SDSS:2115-53535-639;specObjID=2381454009262172160;run2d=26,LAMOST_DR11:obsid=734403218;planid=HD135728N245954B02;spid=3;fiberid=218;LMJD=58553,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J135750.26+614309.0,Zeltyn et al. (2024),Zeltyn2024_SDSSV,turn_off,published endpoint spectra show broad-Hbeta appearance/disappearance; final visual CLAGN designation; independent follow-up and/or optical+WISE corroboration,GOLD,ELIGIBLE,,SDSS_LEGACY/SDSSV_DR19,0.7374038696289062,SDSS:6815-56419-398;specObjID=7673117374233729024;run2d=v5_13_2,SDSSV_DR19:sdss_id=62545876;field=15303;mjd=59280;catalogid=4349290127;run2d=v6_1_3,NATIVE_SDSS_SUPPORTED,NATIVE_SDSSV_SUPPORTED
J140207.59+284859.3,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,"final visual broad-Hbeta appearance/disappearance; Hbeta,Halpha; broad-Halpha or significant photometric corroboration required by source",GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.2199575304985046,SDSS:2120-53852-521;specObjID=2387051078521743360;run2d=26,LAMOST_DR11:obsid=547213076;planid=HD135310N283853M01;spid=13;fiberid=76;LMJD=57815,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J140515.59+542458.0,Zeltyn et al. (2024),Zeltyn2024_SDSSV,turn_on,published endpoint spectra show broad-Hbeta appearance/disappearance; final visual CLAGN designation; independent follow-up and/or optical+WISE corroboration,GOLD,ELIGIBLE,,SDSSV_DR19/SDSS_LEGACY,0.0832624435424804,SDSSV_DR19:sdss_id=62245417;field=15304;mjd=59281;catalogid=4351042394;run2d=v6_1_3,SDSS:1324-53088-184;specObjID=1490742106002581504;run2d=26,NATIVE_SDSSV_SUPPORTED,NATIVE_SDSS_SUPPORTED
J150026.17+374732.4,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1806012690067291,SDSS:1351-52790-599;specObjID=1521255472819103744;run2d=26,LAMOST_DR11:obsid=559501209;planid=HD150100N400503M01;spid=1;fiberid=209;LMJD=57844,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J151219.33+293737.0,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1999462097883224,SDSS:1845-54144-465;specObjID=2077413215876179968;run2d=26,LAMOST_DR11:obsid=337804202;planid=HD151053N291344M01;spid=4;fiberid=202;LMJD=57106,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J151804.33+364747.9,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.1970816105604171,SDSS:1400-53470-305;specObjID=1576343765558257664;run2d=26,LAMOST_DR11:obsid=437709230;planid=HD151157N364516M01;spid=9;fiberid=230;LMJD=57458,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J152904.77+024640.4,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,final visual broad-Hbeta appearance/disappearance; Hbeta; broad-Halpha or significant photometric corroboration required by source,GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.0973863825201988,SDSS:593-52026-319;specObjID=667746364800657408;run2d=26,LAMOST_DR11:obsid=557714142;planid=HD153504N014009B01;spid=14;fiberid=142;LMJD=57834,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
J160157.53+490207.8,Dong et al. (2025),Dong2025_SDSS_LAMOST,turn_off,"final visual broad-Hbeta appearance/disappearance; Hbeta,Halpha; broad-Halpha or significant photometric corroboration required by source",GOLD,ELIGIBLE,,SDSS_LEGACY/LAMOST_DR11,0.246491327881813,SDSS:622-52054-331;specObjID=700400761103738880;run2d=26,LAMOST_DR11:obsid=1001807205;planid=HD155907N503821M02;spid=7;fiberid=205;LMJD=59674,NATIVE_SDSS_SUPPORTED,NATIVE_LAMOST_SUPPORTED
SDSSJ000236.25-002724.8,Potts & Villforth (2021),Potts2021,turn_off,continuum and broad Hbeta disappear in the off transition; Halpha diminishes; third epoch restores continuum and broad lines,GOLD,ELIGIBLE,,SDSS_LEGACY/SDSS_LEGACY,0.2912391,387-51791-110,669-52559-306,NATIVE_SDSS_SUPPORTED,NATIVE_SDSS_SUPPORTED
SDSSJ012648.08-083948.0,Ruan et al. (2016),Ruan2016,turn_off,Hbeta and Halpha completely disappear; Hgamma disappearance in difference spectrum; continuum dims,GOLD,ELIGIBLE,,SDSS_LEGACY/SDSS_LEGACY,0.1977467,661-52163-604,2878-54465-377,NATIVE_SDSS_SUPPORTED,NATIVE_SDSS_SUPPORTED
SDSSJ015957.64+003310.4,LaMassa et al. (2015),LaMassa2015,turn_off,"Type 1 to 1.9; broad Hbeta disappears, broad Halpha fades, AGN continuum drops about sixfold; optical/X-ray/photometric coherence",GOLD,ELIGIBLE,,SDSS_LEGACY/SDSS_LEGACY,0.3118252,403-51871-549,3609-55201-524,NATIVE_SDSS_SUPPORTED,NATIVE_SDSS_SUPPORTED
SDSSJ021359.79+004226.81,Green et al. (2022),Green2022,turn_off,primary paper states all broad Balmer lines weaken substantially and become narrow; strong steady dimming and long spectral baseline,GOLD,ELIGIBLE,,SDSS_LEGACY/SDSS_LEGACY,0.1823621,405-51816-458,9383-58097-829,NATIVE_SDSS_SUPPORTED,NATIVE_SDSS_SUPPORTED
SDSSJ082942.66+415436.8,Potts & Villforth (2021),Potts2021,turn_on,Clear independent raw multi-line morphology and continuum change; Potts algorithm output not used,GOLD,ELIGIBLE,,SDSS_LEGACY/SDSS_LEGACY,0.1263167,761-54524-71,761-52266-60,NATIVE_SDSS_SUPPORTED,NATIVE_SDSS_SUPPORTED
SDSSJ101152.98+544206.4,Runnoe et al. (2016),Runnoe2016,turn_off,blue continuum drops >9.8-fold; broad Halpha luminosity drops 55-fold; primary spectrum reports complete broad-Hbeta disappearance,GOLD,ELIGIBLE,,SDSS_LEGACY/SDSS_LEGACY,0.2463892,945-52652-22,8181-57073-827,NATIVE_SDSS_SUPPORTED,NATIVE_SDSS_SUPPORTED
SDSSJ102152.34+464515.6,MacLeod et al. (2016),MacLeod2016,turn_off,Clear independent raw multi-line morphology and continuum change; source labels not used,GOLD,ELIGIBLE,,SDSS_LEGACY/SDSS_LEGACY,0.204546,944-52614-603,7386-56769-410,NATIVE_SDSS_SUPPORTED,NATIVE_SDSS_SUPPORTED
