transition_id,physical_role,instrument_family,fit_completed,optimizer_success,parameter_at_bound,local_hbeta_coverage,local_mask_fraction,continuum_valid,broad_component_present,broad_component_amplitude,broad_component_width,broad_flux,residual_rms_local,finite_measurement,fit_valid,invalid_reason,valid_nondetection
J134739.65+362240.0,faint,LAMOST_DR11,False,False,False,False,0.012165450121654486,False,False,,,,,False,False,LOCAL_HBETA_COVERAGE_INCOMPLETE,False
J135255.68+252859.6,bright,SDSS_LEGACY,True,True,False,True,0.0,True,True,50.683605645751584,2842.8081211686654,2480.241303216278,10.269240827455326,True,True,,False
J135255.68+252859.6,faint,LAMOST_DR11,True,True,True,True,0.0,True,True,22.17937333792719,3246.7299563757533,1883.4217396430329,16.385645405555817,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
J140207.59+284859.3,bright,SDSS_LEGACY,True,True,False,True,0.0,True,True,3.0873936740505314,6776.47700849515,360.26224586272895,1.0725832323704398,True,True,,False
J140207.59+284859.3,faint,LAMOST_DR11,True,True,True,True,0.0,True,True,2.042752078601495,16626.45445117201,584.9128325342774,1.7619615873027432,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
J150026.17+374732.4,bright,SDSS_LEGACY,True,True,False,True,0.0,True,True,6.201961166851788,3525.128875069142,469.33348068120785,2.119583966582328,True,True,,False
J150026.17+374732.4,faint,LAMOST_DR11,True,True,False,True,0.0,True,False,0.0,0.0,0.0,6.716935466202653,True,True,,True
J151143.41+210104.0,faint,SDSS_LEGACY,True,True,True,True,0.0,True,True,7.504297183658082,16041.449137477322,1951.57700220641,1.4405638441810231,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
J151143.41+210104.0,bright,LAMOST_DR11,False,False,False,False,0.014634146341463428,False,False,,,,,False,False,LOCAL_HBETA_COVERAGE_INCOMPLETE,False
J151219.33+293737.0,bright,SDSS_LEGACY,True,True,True,True,0.0,True,True,5.771408351229468,7430.256681969084,854.4532414070322,1.0799616105060799,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
J151219.33+293737.0,faint,LAMOST_DR11,True,True,False,True,0.0,True,True,0.19411916518663475,35186.2336963175,117.67942184060095,6.187323602470739,True,False,BROAD_COMPONENT_WIDTH_OUTSIDE_YANG_SOURCE_RANGE,False
J151804.33+364747.9,bright,SDSS_LEGACY,True,True,False,True,0.0,True,True,4.184306234833457,4217.347340183576,441.7252045280186,1.296731295219603,True,True,,False
J151804.33+364747.9,faint,LAMOST_DR11,True,True,True,True,0.0,True,True,0.30125124617086385,5739.383223959511,14.790436346908391,5.417756835713336,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
J152904.77+024640.4,bright,SDSS_LEGACY,True,True,False,True,0.0,True,True,18.130577594810404,3009.088842321868,939.1520569534079,6.017078926366417,True,True,,False
J152904.77+024640.4,faint,LAMOST_DR11,True,True,False,True,0.0,True,True,10.479208611968716,3149.1125691583184,830.7593833621753,9.820492233810848,True,True,,False
J160157.53+490207.8,bright,SDSS_LEGACY,True,True,False,True,0.0,True,True,13.328705361637105,5415.118500266707,1941.3856841181032,1.742560182669232,True,True,,False
J160157.53+490207.8,faint,LAMOST_DR11,True,True,False,True,0.0,True,True,0.2050881686699313,4401.256664483803,37.62413235711106,1.552261588331175,True,True,,False
J1000+0354,faint,SDSS_LEGACY,True,True,False,True,0.0,True,True,0.45298431672335937,28197.54905327158,220.03092421833588,0.8986929031232711,True,False,BROAD_COMPONENT_WIDTH_OUTSIDE_YANG_SOURCE_RANGE,False
J1000+0354,bright,DESI_EDR,True,False,True,True,0.0,True,True,2.113461627928359,17595.798917247503,640.4522287040049,1.760920924957878,True,False,HBETA_OPTIMIZER_FAILED|ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
J1003+0202,faint,SDSS_LEGACY,True,True,True,True,0.0,True,True,1.1635209462568241,14429.10401773526,289.11836130594224,3.8485971536292793,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
J1003+0202,bright,LAMOST_DR11,True,True,False,True,0.0,True,True,0.012969625373671079,3327.94668469717,0.7430546233156309,3.17439415129272,True,True,,False
J1003+0458,faint,SDSS_LEGACY,True,True,True,True,0.0,True,True,0.9018102931079852,15447.623876153517,239.90922223349634,1.9748896548562929,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
J1003+0458,bright,LAMOST_DR11,False,False,False,False,0.021897810218978075,False,False,,,,,False,False,LOCAL_HBETA_COVERAGE_INCOMPLETE,False
J1009+3539,faint,SDSS_LEGACY,True,True,True,True,0.0,True,True,1.1417028433768905,1535.5285084250395,440.4088469825739,1.513057498723748,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
J1009+3539,bright,LAMOST_DR11,True,True,False,True,0.0,True,True,9.295829661581934,14547.710825911829,2328.8388707490476,3.5401739307477134,True,True,,False
J1110+0804,faint,SDSS_LEGACY,True,True,False,True,0.0,True,True,1.485733203132611,11889.157333670355,475.5425984237921,1.174108981292495,True,True,,False
J1110+0804,bright,LAMOST_DR11,True,True,True,True,0.0,True,True,4.245959139836941,2824.0277316555007,206.4065774781999,2.5944247677894365,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
J1311+0705,faint,SDSS_LEGACY,True,True,True,True,0.0,True,True,0.18944901203354902,11595.607628535503,43.26114869139985,0.7559881536581442,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
J1311+0705,bright,DESI_EDR,False,False,False,False,0.020053475935828846,False,False,,,,,False,False,LOCAL_HBETA_COVERAGE_INCOMPLETE,False
J020649.48-041452.7,bright,SDSS_LEGACY,True,True,False,True,0.0024390243902439046,True,True,3.934335635058517,6617.018028821807,497.8692322714502,0.7079816265178585,True,True,,False
J020649.48-041452.7,faint,SDSSV_DR19,True,True,False,True,0.0,True,True,1.819320805118707,13600.621459348635,426.1054082202788,0.6326219503578636,True,True,,False
J075934.95+322143.3,faint,SDSS_LEGACY,True,True,False,True,0.0,True,True,2.6776086903268492,11956.329159023471,436.6833681434623,1.3499814190665866,True,True,,False
J075934.95+322143.3,bright,SDSSV_DR19,True,True,False,True,0.0,True,True,8.336855095159024,6800.043862535057,976.2407536682927,1.1118094860000918,True,True,,False
J080133.29+341737.6,bright,SDSS_LEGACY,True,True,False,True,0.0,True,True,4.2080439133229675,5578.976203674463,404.2537122782445,0.8156595199933498,True,True,,False
J080133.29+341737.6,faint,SDSSV_DR19,True,True,False,True,0.0,True,False,0.0,0.0,0.0,2.3880822638173083,True,True,,True
J080711.72+194439.7,bright,SDSS_LEGACY,True,True,True,True,0.0,True,True,10.463732658116953,5262.276415348755,1231.1497656112206,1.9898616616423161,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
J080711.72+194439.7,faint,SDSSV_DR19,True,True,False,True,0.0,True,True,4.090551231072936,3633.3683309444878,473.38955136932384,1.663401760507679,True,True,,False
J083716.47+035606.1,faint,SDSS_LEGACY,True,True,True,True,0.0,True,True,1.5031809130761076,14243.737795975125,368.7198176059652,1.3490794146949936,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
J083716.47+035606.1,bright,SDSSV_DR19,True,True,False,True,0.0,False,True,0.6574918387514117,4742.318742117051,6980.9896723434695,1374.8205730586235,True,False,CONTINUUM_INVALID,False
J085512.13+032950.6,bright,SDSS_LEGACY,True,True,False,True,0.0,True,True,9.43568112532489,3770.181609705192,978.5344943132492,1.9525681219856368,True,True,,False
J085512.13+032950.6,faint,SDSSV_DR19,True,True,False,True,0.0,True,True,2.418275024673733,7552.277585372968,413.3839469748131,1.3350331925162158,True,True,,False
J092313.53+043445.0,faint,SDSS_LEGACY,True,True,True,True,0.0,True,True,1.5472240155744998,13756.516471367093,302.67323735152036,1.2964688028357632,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
J092313.53+043445.0,bright,SDSSV_DR19,True,True,False,True,0.0,True,True,3.623773503491634,12154.001104969535,758.4357961805625,0.8759581485097923,True,True,,False
J121618.00+515946.1,bright,SDSS_LEGACY,True,True,False,True,0.0,True,True,3.5648528573517524,8842.027146796743,542.7843391089491,1.6921163427973003,True,True,,False
J121618.00+515946.1,faint,SDSSV_DR19,True,True,False,True,0.0,True,True,4.650272389383758,35357.147892854984,2832.9916224586964,0.5400467490985863,True,False,BROAD_COMPONENT_WIDTH_OUTSIDE_YANG_SOURCE_RANGE,False
J135750.26+614309.0,bright,SDSS_LEGACY,True,True,False,True,0.007317073170731714,True,True,4.021119548447416,4525.782995210627,603.9836176476305,1.8466569847589747,True,True,,False
J135750.26+614309.0,faint,SDSSV_DR19,True,True,False,True,0.0,True,True,0.6632588922528271,16197.319104373797,181.89735424331872,0.6259157502211379,True,True,,False
J140515.59+542458.0,faint,SDSS_LEGACY,True,True,False,True,0.0,True,True,1.9011703322746598,16362.86532760271,531.527037123723,1.3005493704757518,True,True,,False
J140515.59+542458.0,bright,SDSSV_DR19,True,True,False,True,0.0,True,True,32.8260407744807,32556.633673969463,18412.259903097485,3.3261341148156562,True,False,BROAD_COMPONENT_WIDTH_OUTSIDE_YANG_SOURCE_RANGE,False
J221026.83-001721.1,faint,SDSS_LEGACY,True,True,False,True,0.0,True,True,0.4788336394057069,11607.399169149174,95.66591957721735,0.4569059251834964,True,True,,False
J221026.83-001721.1,bright,SDSSV_DR19,True,True,False,True,0.0,True,True,2.5506174949896376,3391.9116414425303,158.35040354707905,0.7247427731319368,True,True,,False
