transition_id,physical_role,source_family,discovery_method,instrument_survey,immutable_source_identifier,observation_epoch_declared,local_filename,byte_size,sha256,source_url,acquisition_status,processing_version
J101417.87+351106.8,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:1954-53357-246;specObjID=2200076094256736256;run2d=26,53357,03_spectra/raw_q1_d093/sdss_legacy/J101417.87+351106.8__bright__spec-1954-53357-0246.fits,172800,1de522412a4dd04e6e511ab2aeb35c093cbf7ee9a13fbc8ec52b0c37a15bd5d4,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1954/spec-1954-53357-0246.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J101417.87+351106.8,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=803408203;planid=HD101055N362805M02;spid=8;fiberid=203;LMJD=58897,58897,03_spectra/raw_q1_d093/lamost_dr11/J101417.87+351106.8__faint__lamost-dr11-803408203.fits,109440,cc2a2b38190b965aaccef92b8758631edf2a0701e0e00ff1c725b49dd2f17d2d,https://www.lamost.org/dr11/v2.0/spectrum/fits/803408203,PRESENT_CHECKSUM_REUSED,p3sf-d093
J102822.85+235125.8,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:2349-53734-60;specObjID=2644755436493891584;run2d=26,53734,03_spectra/raw_q1_d093/sdss_legacy/J102822.85+235125.8__bright__spec-2349-53734-0060.fits,172800,b7af1c60942d340395387a8119e89486fd225f24a5a7988e683aef5efdb3147f,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/2349/spec-2349-53734-0060.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J102822.85+235125.8,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=336105178;planid=HD103157N244323M01;spid=5;fiberid=178;LMJD=57103,57103,03_spectra/raw_q1_d093/lamost_dr11/J102822.85+235125.8__faint__lamost-dr11-336105178.fits,109440,b289f683a76b4a85e8aa41ba8214bde893a58c670a5dfe8892a24dd1b2bda229,https://www.lamost.org/dr11/v2.0/spectrum/fits/336105178,PRESENT_CHECKSUM_REUSED,p3sf-d093
J103844.05+390804.0,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:1432-53003-128;specObjID=1612323901352732672;run2d=26,53003,03_spectra/raw_q1_d093/sdss_legacy/J103844.05+390804.0__bright__spec-1432-53003-0128.fits,172800,5ba1e63e7e8d4d574fad295acd1f7999275941e2631fecee79296d49eb68d00a,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1432/spec-1432-53003-0128.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J103844.05+390804.0,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=811406074;planid=HD102602N391601M02;spid=6;fiberid=74;LMJD=58926,58926,03_spectra/raw_q1_d093/lamost_dr11/J103844.05+390804.0__faint__lamost-dr11-811406074.fits,109440,aecbc12fbffc7750c369049b25d2324cb26ae9c5c858e3ee5e6c002ee1d554c8,https://www.lamost.org/dr11/v2.0/spectrum/fits/811406074,PRESENT_CHECKSUM_REUSED,p3sf-d093
J104043.38+273518.9,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:2358-53797-310;specObjID=2654957256189175808;run2d=26,53797,03_spectra/raw_q1_d093/sdss_legacy/J104043.38+273518.9__bright__spec-2358-53797-0310.fits,172800,922e7a269b103eddbe11be271cbaf56db487860b8cd53d4dd34fbc04f7ba0db4,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/2358/spec-2358-53797-0310.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J104043.38+273518.9,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=212710116;planid=HD104953N275826M01;spid=10;fiberid=116;LMJD=56685,56685,03_spectra/raw_q1_d093/lamost_dr11/J104043.38+273518.9__faint__lamost-dr11-212710116.fits,109440,2bc35dd3ae5534955fa1c2e58cd19e4ef0dfdd8cf9de450e05f6329fa6e55521,https://www.lamost.org/dr11/v2.0/spectrum/fits/212710116,PRESENT_CHECKSUM_REUSED,p3sf-d093
J104111.56+555142.4,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:906-52368-380;specObjID=1020169808932530176;run2d=26,52368,03_spectra/raw_q1_d093/sdss_legacy/J104111.56+555142.4__bright__spec-0906-52368-0380.fits,172800,1b0d17e673b5f146531867f6e204ecc4c8d0eacbd874d2fd093d5a6260847a8a,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/0906/spec-0906-52368-0380.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J104111.56+555142.4,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=565905226;planid=HD104559N565515M02;spid=5;fiberid=226;LMJD=57870,57870,03_spectra/raw_q1_d093/lamost_dr11/J104111.56+555142.4__faint__lamost-dr11-565905226.fits,109440,525d1784b966af8e955fb094ac8eac88fb85fdbbe6bd84818fe2a094b728e595,https://www.lamost.org/dr11/v2.0/spectrum/fits/565905226,PRESENT_CHECKSUM_REUSED,p3sf-d093
J104427.75+271806.3,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:2356-53786-25;specObjID=2652627115987462144;run2d=26,53786,03_spectra/raw_q1_d093/sdss_legacy/J104427.75+271806.3__bright__spec-2356-53786-0025.fits,172800,032c8157c5570762e4a30c7450596b8c88de394597a02d7908523b4413a7eddf,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/2356/spec-2356-53786-0025.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J104427.75+271806.3,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=630703244;planid=HD104953N275826M02;spid=3;fiberid=244;LMJD=58133,58133,03_spectra/raw_q1_d093/lamost_dr11/J104427.75+271806.3__faint__lamost-dr11-630703244.fits,109440,c6dcdd0cbdb0b94e5b63d5e164d7358939fb43f537423863fb1eec4ed352af25,https://www.lamost.org/dr11/v2.0/spectrum/fits/630703244,PRESENT_CHECKSUM_REUSED,p3sf-d093
J105233.83+454949.3,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:1434-53053-573;specObjID=1614698022673868800;run2d=26,53053,03_spectra/raw_q1_d093/sdss_legacy/J105233.83+454949.3__bright__spec-1434-53053-0573.fits,172800,ec4415361e15d150d008fcd6dcb4c2121c0636a8c2be7cfeba7c7adc30c8324a,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1434/spec-1434-53053-0573.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J105233.83+454949.3,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=649509145;planid=HD104520N453358M02;spid=9;fiberid=145;LMJD=58171,58171,03_spectra/raw_q1_d093/lamost_dr11/J105233.83+454949.3__faint__lamost-dr11-649509145.fits,109440,558c1cd42db2a7d929a369a56258602e55ad7ab93b455db3760a5f82a6082c0f,https://www.lamost.org/dr11/v2.0/spectrum/fits/649509145,PRESENT_CHECKSUM_REUSED,p3sf-d093
J110413.32+281530.3,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:2211-53786-187;specObjID=2489416159716206592;run2d=26,53786,03_spectra/raw_q1_d093/sdss_legacy/J110413.32+281530.3__bright__spec-2211-53786-0187.fits,172800,73b740cc53b1c96132706ac3fec0e1e078c785b30a92055c0fe67979f7dc37eb,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/2211/spec-2211-53786-0187.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J110413.32+281530.3,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=392405116;planid=HD110311N285548M01;spid=5;fiberid=116;LMJD=57377,57377,03_spectra/raw_q1_d093/lamost_dr11/J110413.32+281530.3__faint__lamost-dr11-392405116.fits,109440,f05285be15f6bd85e66642ea01f7fee7a76803cea562949ec6a722b89ab6c552,https://www.lamost.org/dr11/v2.0/spectrum/fits/392405116,PRESENT_CHECKSUM_REUSED,p3sf-d093
J112229.65+214815.6,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:2496-54178-513;specObjID=2810387249940686848;run2d=26,54178,03_spectra/raw_q1_d093/sdss_legacy/J112229.65+214815.6__bright__spec-2496-54178-0513.fits,175680,2340feee38569a5be770fd16f02b7fca1c9b04166a59b178ed0fc0ff7124189b,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/2496/spec-2496-54178-0513.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J112229.65+214815.6,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=435205184;planid=HD112608N224229M01;spid=5;fiberid=184;LMJD=57453,57453,03_spectra/raw_q1_d093/lamost_dr11/J112229.65+214815.6__faint__lamost-dr11-435205184.fits,109440,4897f5e97cfbcbb1bb96d49d6e1bf3c6da7e68e10a2d648d0bac9ec84f229e9f,https://www.lamost.org/dr11/v2.0/spectrum/fits/435205184,PRESENT_CHECKSUM_REUSED,p3sf-d093
J113402.78+290403.9,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:2220-53795-271;specObjID=2499572348772968448;run2d=26,53795,03_spectra/raw_q1_d093/sdss_legacy/J113402.78+290403.9__bright__spec-2220-53795-0271.fits,172800,7f780a9ca7ee133ab9713eb3a54713628edada0ed9cfa44ff009548a4860ac76,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/2220/spec-2220-53795-0271.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J113402.78+290403.9,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=507214106;planid=HD114322N280318M02;spid=14;fiberid=106;LMJD=57756,57756,03_spectra/raw_q1_d093/lamost_dr11/J113402.78+290403.9__faint__lamost-dr11-507214106.fits,109440,e07fb422c38d254e7cb6ebdbe32e9ee59dbc602554ab3dbc936bb463aaeb2fd4,https://www.lamost.org/dr11/v2.0/spectrum/fits/507214106,PRESENT_CHECKSUM_REUSED,p3sf-d093
J114154.47+063509.6,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:1620-53137-122;specObjID=1823991436819851264;run2d=26,53137,03_spectra/raw_q1_d093/sdss_legacy/J114154.47+063509.6__bright__spec-1620-53137-0122.fits,172800,7e7a3de4b294867e48f205e3474600347743f7a257f81840de2e55cc18850b4f,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1620/spec-1620-53137-0122.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J114154.47+063509.6,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=965407068;planid=HD113827N080803M02;spid=7;fiberid=68;LMJD=59585,59585,03_spectra/raw_q1_d093/lamost_dr11/J114154.47+063509.6__faint__lamost-dr11-965407068.fits,109440,9a1d3765d85e94aebc2ef1f7766151ede52aa67c24a27ddd3c3d3c1e673c955b,https://www.lamost.org/dr11/v2.0/spectrum/fits/965407068,PRESENT_CHECKSUM_REUSED,p3sf-d093
J114634.92+282642.0,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:2222-53799-122;specObjID=2501783191845627904;run2d=26,53799,03_spectra/raw_q1_d093/sdss_legacy/J114634.92+282642.0__bright__spec-2222-53799-0122.fits,172800,aee78b792d2be845c12bf3f2e627db4f4b59c7d835a84595def555f7c9524f3e,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/2222/spec-2222-53799-0122.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J114634.92+282642.0,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=507209219;planid=HD114322N280318M02;spid=9;fiberid=219;LMJD=57756,57756,03_spectra/raw_q1_d093/lamost_dr11/J114634.92+282642.0__faint__lamost-dr11-507209219.fits,109440,e4e1873e49bfe93c187e4a247751adf565dc929772572225ce77093e6691233e,https://www.lamost.org/dr11/v2.0/spectrum/fits/507209219,PRESENT_CHECKSUM_REUSED,p3sf-d093
J120635.22+175312.3,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:2595-54207-589;specObjID=2921872231925573632;run2d=26,54207,03_spectra/raw_q1_d093/sdss_legacy/J120635.22+175312.3__bright__spec-2595-54207-0589.fits,175680,62c61b44f89fcf92110c34040bc6b65174cfa3364d86fd51332688a6be85ba4d,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/2595/spec-2595-54207-0589.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J120635.22+175312.3,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=404114104;planid=HD121513N165426M01;spid=14;fiberid=104;LMJD=57398,57398,03_spectra/raw_q1_d093/lamost_dr11/J120635.22+175312.3__faint__lamost-dr11-404114104.fits,109440,a89e9d4a7aad784823b4fb2e948eda567520298f339a0f2239ee474f657d1230,https://www.lamost.org/dr11/v2.0/spectrum/fits/404114104,PRESENT_CHECKSUM_REUSED,p3sf-d093
J122355.23+343856.6,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:1999-53503-624;specObjID=2250845496362952704;run2d=26,53503,03_spectra/raw_q1_d093/sdss_legacy/J122355.23+343856.6__bright__spec-1999-53503-0624.fits,172800,e7c545f3b0920451dfbb9f453c008774effbef0be915dd1394f1911b2d445ea7,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1999/spec-1999-53503-0624.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J122355.23+343856.6,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=307702072;planid=HD122712N362227M01;spid=2;fiberid=72;LMJD=57052,57052,03_spectra/raw_q1_d093/lamost_dr11/J122355.23+343856.6__faint__lamost-dr11-307702072.fits,109440,4cffac7d9514bb33ad9fc3ea459dc825e941d61b78d300222cbedd68c202f3f1,https://www.lamost.org/dr11/v2.0/spectrum/fits/307702072,PRESENT_CHECKSUM_REUSED,p3sf-d093
J122623.69+261050.0,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:2658-54502-576;specObjID=2992800357593147392;run2d=26,54502,03_spectra/raw_q1_d093/sdss_legacy/J122623.69+261050.0__bright__spec-2658-54502-0576.fits,175680,f89901a87bff4c5be91b566c931abd14050764a431e333058efc2344104ba994,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/2658/spec-2658-54502-0576.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J122623.69+261050.0,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=299805137;planid=HD122624N271605M01;spid=5;fiberid=137;LMJD=57041,57041,03_spectra/raw_q1_d093/lamost_dr11/J122623.69+261050.0__faint__lamost-dr11-299805137.fits,109440,a38364d4c9fef12a6c2cd4470129a0db06bedfc11b4127266b48f6853ae563c1,https://www.lamost.org/dr11/v2.0/spectrum/fits/299805137,PRESENT_CHECKSUM_REUSED,p3sf-d093
J122945.61+440934.5,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:1372-53062-304;specObjID=1544818286443653120;run2d=26,53062,03_spectra/raw_q1_d093/sdss_legacy/J122945.61+440934.5__bright__spec-1372-53062-0304.fits,172800,167f781011e7a291816b8bb81ee49651cc1ab3108f98dd35af6bb488c2cb9f3a,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1372/spec-1372-53062-0304.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J122945.61+440934.5,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=713209059;planid=HD122456N425117M02;spid=9;fiberid=59;LMJD=58492,58492,03_spectra/raw_q1_d093/lamost_dr11/J122945.61+440934.5__faint__lamost-dr11-713209059.fits,109440,2b039d5de79aa0a3c803c18d491fe0a0dfb6ce808b423643cf16ac12e2e845f3,https://www.lamost.org/dr11/v2.0/spectrum/fits/713209059,PRESENT_CHECKSUM_REUSED,p3sf-d093
J124554.71+460418.7,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:1455-53089-91;specObjID=1638209430170396672;run2d=26,53089,03_spectra/raw_q1_d093/sdss_legacy/J124554.71+460418.7__bright__spec-1455-53089-0091.fits,172800,5375b62132b57360b7277a4c7a14d120d02d7e84af4826f3fd11f280ac7d8497,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1455/spec-1455-53089-0091.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J124554.71+460418.7,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=989609022;planid=HD124214N455237B02;spid=9;fiberid=22;LMJD=59637,59637,03_spectra/raw_q1_d093/lamost_dr11/J124554.71+460418.7__faint__lamost-dr11-989609022.fits,109440,ffda4798d2cadd95b70e34ded5e5773c155ec67755ce6cb38c3fb334d1277694,https://www.lamost.org/dr11/v2.0/spectrum/fits/989609022,PRESENT_CHECKSUM_REUSED,p3sf-d093
J130501.21+010323.8,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:294-51986-417;specObjID=331129230018504704;run2d=26,51986,03_spectra/raw_q1_d093/sdss_legacy/J130501.21+010323.8__bright__spec-0294-51986-0417.fits,172800,6b9f8c4a4b8318a7edb30b9c6e90c86b38c1aff6cde40f7745c7864c10276b6f,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/0294/spec-0294-51986-0417.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J130501.21+010323.8,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=881515101;planid=HD130444N001742M02;spid=15;fiberid=101;LMJD=59230,59230,03_spectra/raw_q1_d093/lamost_dr11/J130501.21+010323.8__faint__lamost-dr11-881515101.fits,109440,b6abd1cd8ae25e4ff5162bba8b71e93a03d108da0ccd88bda52537384972c8df,https://www.lamost.org/dr11/v2.0/spectrum/fits/881515101,PRESENT_CHECKSUM_REUSED,p3sf-d093
J131001.32+143705.2,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:1772-53089-519;specObjID=1995237348383680512;run2d=26,53089,03_spectra/raw_q1_d093/sdss_legacy/J131001.32+143705.2__bright__spec-1772-53089-0519.fits,172800,d69c050c6f253bf5956625d566dbdf08c12be5ba0b0bb544122d8bdc49f92924,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1772/spec-1772-53089-0519.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J131001.32+143705.2,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=439315169;planid=HD131318N132328M01;spid=15;fiberid=169;LMJD=57461,57461,03_spectra/raw_q1_d093/lamost_dr11/J131001.32+143705.2__faint__lamost-dr11-439315169.fits,109440,ef2c217d139c23705dda7b90d4d40c3ad2910a976247d563134f80e45e96c61c,https://www.lamost.org/dr11/v2.0/spectrum/fits/439315169,PRESENT_CHECKSUM_REUSED,p3sf-d093
J131432.70+122718.5,bright,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,SDSS_LEGACY,SDSS:1697-53142-461;specObjID=1910778913341073408;run2d=26,53142,03_spectra/raw_q1_d093/sdss_legacy/J131432.70+122718.5__bright__spec-1697-53142-0461.fits,172800,40888c89927325b41a1bccdfc167cb7faca751ac29af5850e6e4187a35054202,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/lite/1697/spec-1697-53142-0461.fits,PRESENT_CHECKSUM_REUSED,p3sf-d093
J131432.70+122718.5,faint,Dong2025_SDSS_LAMOST,automated spectral preselection plus visual and photometric confirmation,LAMOST_DR11,LAMOST_DR11:obsid=1098708162;planid=HD131318N132328B03;spid=8;fiberid=162;LMJD=59996,59996,03_spectra/raw_q1_d093/lamost_dr11/J131432.70+122718.5__faint__lamost-dr11-1098708162.fits,109440,890d3b86bf10faa639c2549d01fcdf02588623c5277156070aa26364982134d8,https://www.lamost.org/dr11/v2.0/spectrum/fits/1098708162,PRESENT_CHECKSUM_REUSED,p3sf-d093
