task_kind,transition_id,realization,target_snr,seed
faint_shared,J080711.72+194439.7,8.0,10.0,3447947794.0
faint_shared,J080711.72+194439.7,9.0,10.0,1726130242.0
faint_shared,J080711.72+194439.7,10.0,10.0,2217928187.0
faint_shared,J080711.72+194439.7,11.0,10.0,4286320514.0
faint_shared,J080711.72+194439.7,12.0,10.0,1858401202.0
faint_shared,J080711.72+194439.7,13.0,10.0,4037651990.0
faint_shared,J080711.72+194439.7,14.0,10.0,139949462.0
faint_shared,J080711.72+194439.7,15.0,10.0,3318196327.0
faint_shared,J080711.72+194439.7,16.0,10.0,2776608774.0
faint_shared,J080711.72+194439.7,17.0,10.0,875277104.0
faint_shared,J080711.72+194439.7,18.0,10.0,347883523.0
faint_shared,J080711.72+194439.7,19.0,10.0,2347066274.0
faint_shared,J080711.72+194439.7,20.0,10.0,1836454574.0
faint_shared,J080711.72+194439.7,21.0,10.0,1643887597.0
faint_shared,J080711.72+194439.7,22.0,10.0,566403259.0
faint_shared,J080711.72+194439.7,23.0,10.0,2036446848.0
faint_shared,J080711.72+194439.7,24.0,10.0,2554353673.0
faint_shared,J080711.72+194439.7,25.0,10.0,1589878803.0
faint_shared,J080711.72+194439.7,26.0,10.0,1472634641.0
faint_shared,J080711.72+194439.7,27.0,10.0,1627359067.0
faint_shared,J080711.72+194439.7,28.0,10.0,207980316.0
faint_shared,J080711.72+194439.7,29.0,10.0,2296860553.0
faint_shared,J080711.72+194439.7,30.0,10.0,4160844115.0
faint_shared,J080711.72+194439.7,31.0,10.0,2762953692.0
faint_shared,J080711.72+194439.7,32.0,10.0,1741894387.0
faint_shared,J080711.72+194439.7,33.0,10.0,3910267920.0
faint_shared,J080711.72+194439.7,34.0,10.0,2345486838.0
faint_shared,J080711.72+194439.7,35.0,10.0,4226802193.0
faint_shared,J080711.72+194439.7,36.0,10.0,214248366.0
faint_shared,J080711.72+194439.7,37.0,10.0,3572769901.0
faint_shared,J080711.72+194439.7,38.0,10.0,3126716362.0
faint_shared,J080711.72+194439.7,39.0,10.0,1251482852.0
faint_shared,J080711.72+194439.7,40.0,10.0,3426605966.0
faint_shared,J080711.72+194439.7,41.0,10.0,2579937401.0
faint_shared,J080711.72+194439.7,42.0,10.0,3693137989.0
faint_shared,J080711.72+194439.7,43.0,10.0,3408417428.0
faint_shared,J080711.72+194439.7,44.0,10.0,1468245285.0
faint_shared,J080711.72+194439.7,45.0,10.0,1730037486.0
faint_shared,J080711.72+194439.7,46.0,10.0,2062897076.0
faint_shared,J080711.72+194439.7,47.0,10.0,3888798382.0
faint_shared,J080711.72+194439.7,48.0,10.0,355496010.0
faint_shared,J080711.72+194439.7,49.0,10.0,1918929727.0
faint_shared,J080711.72+194439.7,0.0,5.0,3028454283.0
faint_shared,J080711.72+194439.7,1.0,5.0,1110505351.0
faint_shared,J080711.72+194439.7,2.0,5.0,3348661492.0
faint_shared,J080711.72+194439.7,3.0,5.0,1679595867.0
faint_shared,J080711.72+194439.7,4.0,5.0,3319330346.0
faint_shared,J080711.72+194439.7,5.0,5.0,2454655640.0
faint_shared,J080711.72+194439.7,6.0,5.0,1518790493.0
faint_shared,J080711.72+194439.7,7.0,5.0,2198733730.0
faint_shared,J080711.72+194439.7,8.0,5.0,3409992521.0
faint_shared,J080711.72+194439.7,9.0,5.0,4074701496.0
faint_shared,J080711.72+194439.7,10.0,5.0,250499211.0
faint_shared,J080711.72+194439.7,11.0,5.0,3010203133.0
faint_shared,J080711.72+194439.7,12.0,5.0,903951963.0
faint_shared,J080711.72+194439.7,13.0,5.0,2749943969.0
faint_shared,J080711.72+194439.7,14.0,5.0,3055331473.0
faint_shared,J080711.72+194439.7,15.0,5.0,1759139533.0
faint_shared,J080711.72+194439.7,16.0,5.0,660942171.0
faint_shared,J080711.72+194439.7,17.0,5.0,3395799751.0
faint_shared,J080711.72+194439.7,18.0,5.0,1749158062.0
faint_shared,J080711.72+194439.7,19.0,5.0,2126066222.0
faint_shared,J080711.72+194439.7,20.0,5.0,74929227.0
faint_shared,J080711.72+194439.7,21.0,5.0,2617353291.0
faint_shared,J080711.72+194439.7,22.0,5.0,1925019788.0
faint_shared,J080711.72+194439.7,23.0,5.0,2920413177.0
faint_shared,J080711.72+194439.7,24.0,5.0,133944275.0
faint_shared,J080711.72+194439.7,25.0,5.0,3210112029.0
faint_shared,J080711.72+194439.7,26.0,5.0,2770721733.0
faint_shared,J080711.72+194439.7,27.0,5.0,1768213016.0
faint_shared,J080711.72+194439.7,28.0,5.0,863906034.0
faint_shared,J080711.72+194439.7,29.0,5.0,3176039352.0
faint_shared,J080711.72+194439.7,30.0,5.0,4200389028.0
faint_shared,J080711.72+194439.7,31.0,5.0,3606447468.0
faint_shared,J080711.72+194439.7,32.0,5.0,3569504629.0
faint_shared,J080711.72+194439.7,33.0,5.0,1245967648.0
faint_shared,J080711.72+194439.7,34.0,5.0,3818506846.0
faint_shared,J080711.72+194439.7,35.0,5.0,272487981.0
faint_shared,J080711.72+194439.7,36.0,5.0,3714840512.0
faint_shared,J080711.72+194439.7,37.0,5.0,3627947718.0
faint_shared,J080711.72+194439.7,38.0,5.0,1979046173.0
faint_shared,J080711.72+194439.7,39.0,5.0,1170355335.0
faint_shared,J080711.72+194439.7,40.0,5.0,2330966434.0
faint_shared,J080711.72+194439.7,41.0,5.0,256912612.0
faint_shared,J080711.72+194439.7,42.0,5.0,1057764136.0
faint_shared,J080711.72+194439.7,43.0,5.0,1296132666.0
faint_shared,J080711.72+194439.7,44.0,5.0,3389943431.0
faint_shared,J080711.72+194439.7,45.0,5.0,1755089740.0
faint_shared,J080711.72+194439.7,46.0,5.0,2298858810.0
faint_shared,J080711.72+194439.7,47.0,5.0,1924447277.0
faint_shared,J080711.72+194439.7,48.0,5.0,3865839699.0
faint_shared,J080711.72+194439.7,49.0,5.0,3899741894.0
faint_shared,J083716.47+035606.1,0.0,10.0,3904869284.0
faint_shared,J083716.47+035606.1,1.0,10.0,2560727083.0
faint_shared,J083716.47+035606.1,2.0,10.0,1357535755.0
faint_shared,J083716.47+035606.1,3.0,10.0,3546021862.0
faint_shared,J083716.47+035606.1,4.0,10.0,1971525454.0
faint_shared,J083716.47+035606.1,5.0,10.0,4082765612.0
faint_shared,J083716.47+035606.1,6.0,10.0,100134585.0
faint_shared,J083716.47+035606.1,7.0,10.0,4048756503.0
faint_shared,J083716.47+035606.1,8.0,10.0,2602102669.0
faint_shared,J083716.47+035606.1,9.0,10.0,3798915704.0
faint_shared,J083716.47+035606.1,10.0,10.0,3716250178.0
faint_shared,J083716.47+035606.1,11.0,10.0,395667246.0
faint_shared,J083716.47+035606.1,12.0,10.0,2324062339.0
faint_shared,J083716.47+035606.1,13.0,10.0,1893551682.0
faint_shared,J083716.47+035606.1,14.0,10.0,3856981074.0
faint_shared,J083716.47+035606.1,15.0,10.0,541407926.0
faint_shared,J083716.47+035606.1,16.0,10.0,1686223791.0
faint_shared,J083716.47+035606.1,17.0,10.0,258376744.0
faint_shared,J083716.47+035606.1,18.0,10.0,3139990271.0
faint_shared,J083716.47+035606.1,19.0,10.0,455405745.0
faint_shared,J083716.47+035606.1,20.0,10.0,4079976995.0
faint_shared,J083716.47+035606.1,21.0,10.0,3268252758.0
faint_shared,J083716.47+035606.1,22.0,10.0,262777964.0
faint_shared,J083716.47+035606.1,23.0,10.0,3646102833.0
faint_shared,J083716.47+035606.1,24.0,10.0,100784556.0
faint_shared,J083716.47+035606.1,25.0,10.0,507215257.0
faint_shared,J083716.47+035606.1,26.0,10.0,322006022.0
faint_shared,J083716.47+035606.1,27.0,10.0,1148940400.0
faint_shared,J083716.47+035606.1,28.0,10.0,4051327821.0
faint_shared,J083716.47+035606.1,29.0,10.0,3586391585.0
faint_shared,J083716.47+035606.1,30.0,10.0,519305653.0
faint_shared,J083716.47+035606.1,31.0,10.0,2780872232.0
faint_shared,J083716.47+035606.1,32.0,10.0,85686058.0
faint_shared,J083716.47+035606.1,33.0,10.0,4082837423.0
faint_shared,J083716.47+035606.1,34.0,10.0,2277169477.0
faint_shared,J083716.47+035606.1,35.0,10.0,545658343.0
faint_shared,J083716.47+035606.1,36.0,10.0,135279853.0
faint_shared,J083716.47+035606.1,37.0,10.0,2774950387.0
faint_shared,J083716.47+035606.1,38.0,10.0,2012638762.0
faint_shared,J083716.47+035606.1,39.0,10.0,636031083.0
faint_shared,J083716.47+035606.1,40.0,10.0,281759059.0
faint_shared,J083716.47+035606.1,41.0,10.0,2380013239.0
faint_shared,J083716.47+035606.1,42.0,10.0,3470430425.0
faint_shared,J083716.47+035606.1,43.0,10.0,91736726.0
faint_shared,J083716.47+035606.1,44.0,10.0,1151315528.0
faint_shared,J083716.47+035606.1,45.0,10.0,589153351.0
faint_shared,J083716.47+035606.1,46.0,10.0,4133347930.0
faint_shared,J083716.47+035606.1,47.0,10.0,2762852358.0
faint_shared,J083716.47+035606.1,48.0,10.0,952126774.0
faint_shared,J083716.47+035606.1,49.0,10.0,2239030035.0
faint_shared,J083716.47+035606.1,0.0,5.0,3152629882.0
faint_shared,J083716.47+035606.1,1.0,5.0,3879012809.0
faint_shared,J083716.47+035606.1,2.0,5.0,1856566866.0
faint_shared,J083716.47+035606.1,3.0,5.0,1218171291.0
faint_shared,J083716.47+035606.1,4.0,5.0,2382549645.0
faint_shared,J083716.47+035606.1,5.0,5.0,2844862362.0
faint_shared,J083716.47+035606.1,6.0,5.0,3937457221.0
faint_shared,J083716.47+035606.1,7.0,5.0,1583379951.0
faint_shared,J083716.47+035606.1,8.0,5.0,4157684883.0
faint_shared,J083716.47+035606.1,9.0,5.0,1836741531.0
faint_shared,J083716.47+035606.1,10.0,5.0,3404235102.0
faint_shared,J083716.47+035606.1,11.0,5.0,2689378093.0
faint_shared,J083716.47+035606.1,12.0,5.0,1160119727.0
faint_shared,J083716.47+035606.1,13.0,5.0,2879750229.0
faint_shared,J083716.47+035606.1,14.0,5.0,716329715.0
faint_shared,J083716.47+035606.1,15.0,5.0,1145747267.0
faint_shared,J083716.47+035606.1,16.0,5.0,3370321802.0
faint_shared,J083716.47+035606.1,17.0,5.0,1846766853.0
faint_shared,J083716.47+035606.1,18.0,5.0,3791781752.0
faint_shared,J083716.47+035606.1,19.0,5.0,2937064516.0
faint_shared,J083716.47+035606.1,20.0,5.0,3563278127.0
faint_shared,J083716.47+035606.1,21.0,5.0,2307919654.0
faint_shared,J083716.47+035606.1,22.0,5.0,4106198972.0
faint_shared,J083716.47+035606.1,23.0,5.0,734401286.0
faint_shared,J083716.47+035606.1,24.0,5.0,3556330446.0
faint_shared,J083716.47+035606.1,25.0,5.0,360824328.0
faint_shared,J083716.47+035606.1,26.0,5.0,3569632292.0
faint_shared,J083716.47+035606.1,27.0,5.0,2788279904.0
faint_shared,J083716.47+035606.1,28.0,5.0,3068782720.0
faint_shared,J083716.47+035606.1,29.0,5.0,216361752.0
faint_shared,J083716.47+035606.1,30.0,5.0,3280021496.0
faint_shared,J083716.47+035606.1,31.0,5.0,3739501392.0
faint_shared,J083716.47+035606.1,32.0,5.0,561701053.0
faint_shared,J083716.47+035606.1,33.0,5.0,232508680.0
faint_shared,J083716.47+035606.1,34.0,5.0,1098309505.0
faint_shared,J083716.47+035606.1,35.0,5.0,4027282953.0
faint_shared,J083716.47+035606.1,36.0,5.0,2687764380.0
faint_shared,J083716.47+035606.1,37.0,5.0,4073487692.0
faint_shared,J083716.47+035606.1,38.0,5.0,546502416.0
faint_shared,J083716.47+035606.1,39.0,5.0,30559753.0
faint_shared,J083716.47+035606.1,40.0,5.0,3374582822.0
faint_shared,J083716.47+035606.1,41.0,5.0,2752881888.0
faint_shared,J083716.47+035606.1,42.0,5.0,497965898.0
faint_shared,J083716.47+035606.1,43.0,5.0,2079122654.0
faint_shared,J083716.47+035606.1,44.0,5.0,4024266316.0
faint_shared,J083716.47+035606.1,45.0,5.0,963959987.0
faint_shared,J083716.47+035606.1,46.0,5.0,1167786363.0
faint_shared,J083716.47+035606.1,47.0,5.0,2993678686.0
faint_shared,J083716.47+035606.1,48.0,5.0,765987291.0
faint_shared,J083716.47+035606.1,49.0,5.0,3187384111.0
faint_shared,J083826.50+371906.7,0.0,5.0,3468363022.0
faint_shared,J083826.50+371906.7,1.0,5.0,1923440199.0
faint_shared,J083826.50+371906.7,2.0,5.0,2411642258.0
faint_shared,J083826.50+371906.7,3.0,5.0,1478430358.0
faint_shared,J083826.50+371906.7,4.0,5.0,2486143009.0
faint_shared,J083826.50+371906.7,5.0,5.0,234246171.0
faint_shared,J083826.50+371906.7,6.0,5.0,947323357.0
faint_shared,J083826.50+371906.7,7.0,5.0,2680401363.0
faint_shared,J083826.50+371906.7,8.0,5.0,1082563723.0
faint_shared,J083826.50+371906.7,9.0,5.0,2666637160.0
faint_shared,J083826.50+371906.7,10.0,5.0,793756545.0
faint_shared,J083826.50+371906.7,11.0,5.0,3869860072.0
faint_shared,J083826.50+371906.7,12.0,5.0,3822975325.0
faint_shared,J083826.50+371906.7,13.0,5.0,1751814776.0
faint_shared,J083826.50+371906.7,14.0,5.0,3055545489.0
faint_shared,J083826.50+371906.7,15.0,5.0,3907896358.0
faint_shared,J083826.50+371906.7,16.0,5.0,2861237501.0
faint_shared,J083826.50+371906.7,17.0,5.0,4103064079.0
faint_shared,J083826.50+371906.7,18.0,5.0,2036515273.0
faint_shared,J083826.50+371906.7,19.0,5.0,4027215594.0
faint_shared,J083826.50+371906.7,20.0,5.0,4147419354.0
faint_shared,J083826.50+371906.7,21.0,5.0,1180843889.0
faint_shared,J083826.50+371906.7,22.0,5.0,364625463.0
faint_shared,J083826.50+371906.7,23.0,5.0,2597251313.0
faint_shared,J083826.50+371906.7,24.0,5.0,3377887824.0
faint_shared,J083826.50+371906.7,25.0,5.0,2169432561.0
faint_shared,J083826.50+371906.7,26.0,5.0,3958142132.0
faint_shared,J083826.50+371906.7,27.0,5.0,799415078.0
faint_shared,J083826.50+371906.7,28.0,5.0,2911778859.0
faint_shared,J083826.50+371906.7,29.0,5.0,1073737296.0
faint_shared,J083826.50+371906.7,30.0,5.0,1683059319.0
faint_shared,J083826.50+371906.7,31.0,5.0,2524637342.0
faint_shared,J083826.50+371906.7,32.0,5.0,2152234385.0
faint_shared,J083826.50+371906.7,33.0,5.0,4043804173.0
faint_shared,J083826.50+371906.7,34.0,5.0,3920296714.0
faint_shared,J083826.50+371906.7,35.0,5.0,1863055830.0
faint_shared,J083826.50+371906.7,36.0,5.0,903859423.0
faint_shared,J083826.50+371906.7,37.0,5.0,1521499484.0
faint_shared,J083826.50+371906.7,38.0,5.0,1645046528.0
