transition_id,role,spectrum_id,instrument_survey,redshift,ra_deg,dec_deg,expected_sha256,variance_provenance,catalog_source,actual_sha256
J084016.42+220624.6,bright,SDSS:2084-53360-174;specObjID=2346423290987309056;run2d=26,SDSS_LEGACY,0.2043730616569519,130.06843,22.106829,a7538f09db8dc87d787710f07016e9567a69820149e3596cbaeb4b709614150a,NATIVE_SDSS_SUPPORTED,D093,a7538f09db8dc87d787710f07016e9567a69820149e3596cbaeb4b709614150a
J084016.42+220624.6,faint,LAMOST_DR11:obsid=631716196;planid=HD084620N203659M02;spid=16;fiberid=196;LMJD=58136,LAMOST_DR11,0.2043730616569519,130.06843,22.106829,7c263f0f6b9eabe1186962e4967e9f543366f45327868070e6ba33fdafb75c1b,NATIVE_LAMOST_SUPPORTED,D093,7c263f0f6b9eabe1186962e4967e9f543366f45327868070e6ba33fdafb75c1b
J085512.13+032950.6,bright,SDSS:565-52225-466;specObjID=636261577800050688;run2d=26,SDSS_LEGACY,0.124045617878437,133.80055,3.4973794,17da1311a9ff5a423c106817a55b017703f6ffc58fdc464af59018960c358d6f,NATIVE_SDSS_SUPPORTED,D093,17da1311a9ff5a423c106817a55b017703f6ffc58fdc464af59018960c358d6f
J085512.13+032950.6,faint,SDSSV_DR19:sdss_id=55773348;field=15260;mjd=59304;catalogid=4545238496;run2d=v6_1_3,SDSSV_DR19,0.124045617878437,133.80054,3.4973956,213de8773bb36a3137ceca66b1736da6651f960255656239ce41bff09c0f22c3,NATIVE_SDSSV_SUPPORTED,D093,213de8773bb36a3137ceca66b1736da6651f960255656239ce41bff09c0f22c3
J092313.53+043445.0,bright,SDSSV_DR19:sdss_id=80017098;field=15265;mjd=59292;catalogid=4592693075;run2d=v6_1_3,SDSSV_DR19,0.6568198800086975,140.80638,4.5791612,9475dc13d19d9c9908682d638f640a06ceba862ccdab8015e860dcf39262c85c,NATIVE_SDSSV_SUPPORTED,D093,9475dc13d19d9c9908682d638f640a06ceba862ccdab8015e860dcf39262c85c
J092313.53+043445.0,faint,SDSS:991-52707-85;specObjID=1115790217719080960;run2d=26,SDSS_LEGACY,0.6568198800086975,140.80639,4.5791593,cd721dd44156f3724ba1f112c98b0106c0e672d5b2553cf1e60aee1a3af1d109,NATIVE_SDSS_SUPPORTED,D093,cd721dd44156f3724ba1f112c98b0106c0e672d5b2553cf1e60aee1a3af1d109
J095536.70+103752.4,bright,LAMOST_DR11:obsid=868303023;planid=HD095839N105737M02;spid=3;fiberid=23;LMJD=59200,LAMOST_DR11,0.2843591868877411,148.9029,10.631205,43169fad7f99e749ebe478b7ad98eba10222381ddf332b16898db31047c06cb8,NATIVE_LAMOST_SUPPORTED,D093,43169fad7f99e749ebe478b7ad98eba10222381ddf332b16898db31047c06cb8
J095536.70+103752.4,faint,SDSS:1306-52996-614;specObjID=1470594103635896320;run2d=26,SDSS_LEGACY,0.2843591868877411,148.9029,10.631215,0b6f4df5cfae529eef53abe3dedf1423fe7e012f5711fc8b4ba19c8364f9890b,NATIVE_SDSS_SUPPORTED,D093,0b6f4df5cfae529eef53abe3dedf1423fe7e012f5711fc8b4ba19c8364f9890b
J1000+0354,bright,DESI_EDR:TARGETID=39627883852858304;zpix_id=158456325120802023439488517056;survey=sv3;program=bright;healpix=27345,DESI_EDR,0.2154336124658584,150.0075963479727,3.90057835099594,67fa29f81a5d5ea91b9bfa82cacae7bb4fd5a9bb5a8fb400b8c408266265eb86,NATIVE_DESI_EDR_SUPPORTED,D093,67fa29f81a5d5ea91b9bfa82cacae7bb4fd5a9bb5a8fb400b8c408266265eb86
J1000+0354,faint,SDSS:572-52289-171;specObjID=644061789239142400,SDSS_LEGACY,0.2154336124658584,150.00757,3.9005673,2dc44fad6c9920f17e465e25611116a6257657c2327491eeef0166d16be00fc9,NATIVE_SDSS_SUPPORTED,D093,2dc44fad6c9920f17e465e25611116a6257657c2327491eeef0166d16be00fc9
J1003+0202,bright,LAMOST_DR11:obsid=714905145;planid=HD100408N031203M02;spid=5;fiberid=145;LMJD=58495,LAMOST_DR11,0.1246964707970619,150.962414,2.04102,c98be10013c86e36b2f73045bb5ed6e63a4703e91c64cfb532c4a48132133f21,NATIVE_LAMOST_SUPPORTED,D093,c98be10013c86e36b2f73045bb5ed6e63a4703e91c64cfb532c4a48132133f21
J1003+0202,faint,SDSS:501-52235-197;specObjID=564130041772926976,SDSS_LEGACY,0.1246964707970619,150.96243,2.0410154,4ec97af11d8c5fd0f6cea7391589c352c9f210d1d7a7a129a23ef686982dd03a,NATIVE_SDSS_SUPPORTED,D093,4ec97af11d8c5fd0f6cea7391589c352c9f210d1d7a7a129a23ef686982dd03a
J1003+0458,bright,LAMOST_DR11:obsid=714911087;planid=HD100408N031203M02;spid=11;fiberid=87;LMJD=58495,LAMOST_DR11,0.1237488389015197,150.918284,4.972432,9aade8f7df1093e2fda65d96668763beb82ff6448472bfeb3a8baca7fe93d5a7,NATIVE_LAMOST_SUPPORTED,D093,9aade8f7df1093e2fda65d96668763beb82ff6448472bfeb3a8baca7fe93d5a7
J1003+0458,faint,SDSS:573-52325-330;specObjID=645231395337168896,SDSS_LEGACY,0.1237488389015197,150.9183,4.9724187,8112941dffb202d88b97f30cee084c992db0bf2233e19084ee110e13fb064a33,NATIVE_SDSS_SUPPORTED,D093,8112941dffb202d88b97f30cee084c992db0bf2233e19084ee110e13fb064a33
J1009+3539,bright,LAMOST_DR11:obsid=803405162;planid=HD101055N362805M02;spid=5;fiberid=162;LMJD=58897,LAMOST_DR11,0.1100797057151794,152.275332,35.659074,e0c574feef86f95ff04ec9947e7423d56188218e806715c2bab5676cee04191f,NATIVE_LAMOST_SUPPORTED,D093,e0c574feef86f95ff04ec9947e7423d56188218e806715c2bab5676cee04191f
J1009+3539,faint,SDSS:1951-53389-517;specObjID=2196772886985861120,SDSS_LEGACY,0.1100797057151794,152.2753,35.659071,55ed80dad5bc6e31e2c1f035fdbbce42058461a14446717af8df5e4370464501,NATIVE_SDSS_SUPPORTED,D093,55ed80dad5bc6e31e2c1f035fdbbce42058461a14446717af8df5e4370464501
J101403.44+193609.1,bright,SDSS:2374-53765-268;specObjID=2672960109289695232;run2d=26,SDSS_LEGACY,0.1149428933858871,153.51433,19.602524,9f93660a42452ac728af4d46b5898fa3fd308b0f1f24d945c8cb592591984413,NATIVE_SDSS_SUPPORTED,D093,9f93660a42452ac728af4d46b5898fa3fd308b0f1f24d945c8cb592591984413
J101403.44+193609.1,faint,LAMOST_DR11:obsid=448401085;planid=HD101311N212511M01;spid=1;fiberid=85;LMJD=57477,LAMOST_DR11,0.1149428933858871,153.51433,19.602524,db31c63f6b597a513f8943b7ad5c79b678017044a250e3d261761c88b6033ecf,NATIVE_LAMOST_SUPPORTED,D093,db31c63f6b597a513f8943b7ad5c79b678017044a250e3d261761c88b6033ecf
J101417.87+351106.8,bright,SDSS:1954-53357-246;specObjID=2200076094256736256;run2d=26,SDSS_LEGACY,0.4151415228843689,153.57446,35.18523,1de522412a4dd04e6e511ab2aeb35c093cbf7ee9a13fbc8ec52b0c37a15bd5d4,NATIVE_SDSS_SUPPORTED,D093,1de522412a4dd04e6e511ab2aeb35c093cbf7ee9a13fbc8ec52b0c37a15bd5d4
J101417.87+351106.8,faint,LAMOST_DR11:obsid=803408203;planid=HD101055N362805M02;spid=8;fiberid=203;LMJD=58897,LAMOST_DR11,0.4151415228843689,153.57446,35.18523,cc2a2b38190b965aaccef92b8758631edf2a0701e0e00ff1c725b49dd2f17d2d,NATIVE_LAMOST_SUPPORTED,D093,cc2a2b38190b965aaccef92b8758631edf2a0701e0e00ff1c725b49dd2f17d2d
J102822.85+235125.8,bright,SDSS:2349-53734-60;specObjID=2644755436493891584;run2d=26,SDSS_LEGACY,0.1735728979110717,157.09522,23.857163,b7af1c60942d340395387a8119e89486fd225f24a5a7988e683aef5efdb3147f,NATIVE_SDSS_SUPPORTED,D093,b7af1c60942d340395387a8119e89486fd225f24a5a7988e683aef5efdb3147f
J102822.85+235125.8,faint,LAMOST_DR11:obsid=336105178;planid=HD103157N244323M01;spid=5;fiberid=178;LMJD=57103,LAMOST_DR11,0.1735728979110717,157.09522,23.857163,b289f683a76b4a85e8aa41ba8214bde893a58c670a5dfe8892a24dd1b2bda229,NATIVE_LAMOST_SUPPORTED,D093,b289f683a76b4a85e8aa41ba8214bde893a58c670a5dfe8892a24dd1b2bda229
J103844.05+390804.0,bright,SDSS:1432-53003-128;specObjID=1612323901352732672;run2d=26,SDSS_LEGACY,0.1165396347641944,159.68353,39.134442,5ba1e63e7e8d4d574fad295acd1f7999275941e2631fecee79296d49eb68d00a,NATIVE_SDSS_SUPPORTED,D093,5ba1e63e7e8d4d574fad295acd1f7999275941e2631fecee79296d49eb68d00a
J103844.05+390804.0,faint,LAMOST_DR11:obsid=811406074;planid=HD102602N391601M02;spid=6;fiberid=74;LMJD=58926,LAMOST_DR11,0.1165396347641944,159.68353,39.134442,aecbc12fbffc7750c369049b25d2324cb26ae9c5c858e3ee5e6c002ee1d554c8,NATIVE_LAMOST_SUPPORTED,D093,aecbc12fbffc7750c369049b25d2324cb26ae9c5c858e3ee5e6c002ee1d554c8
J104043.38+273518.9,bright,SDSS:2358-53797-310;specObjID=2654957256189175808;run2d=26,SDSS_LEGACY,0.1671488732099533,160.18075,27.588577,922e7a269b103eddbe11be271cbaf56db487860b8cd53d4dd34fbc04f7ba0db4,NATIVE_SDSS_SUPPORTED,D093,922e7a269b103eddbe11be271cbaf56db487860b8cd53d4dd34fbc04f7ba0db4
J104043.38+273518.9,faint,LAMOST_DR11:obsid=212710116;planid=HD104953N275826M01;spid=10;fiberid=116;LMJD=56685,LAMOST_DR11,0.1671488732099533,160.18074,27.58858,2bc35dd3ae5534955fa1c2e58cd19e4ef0dfdd8cf9de450e05f6329fa6e55521,NATIVE_LAMOST_SUPPORTED,D093,2bc35dd3ae5534955fa1c2e58cd19e4ef0dfdd8cf9de450e05f6329fa6e55521
J104111.56+555142.4,bright,SDSS:906-52368-380;specObjID=1020169808932530176;run2d=26,SDSS_LEGACY,0.3224997818470001,160.29816,55.861767,1b0d17e673b5f146531867f6e204ecc4c8d0eacbd874d2fd093d5a6260847a8a,NATIVE_SDSS_SUPPORTED,D093,1b0d17e673b5f146531867f6e204ecc4c8d0eacbd874d2fd093d5a6260847a8a
J104111.56+555142.4,faint,LAMOST_DR11:obsid=565905226;planid=HD104559N565515M02;spid=5;fiberid=226;LMJD=57870,LAMOST_DR11,0.3224997818470001,160.29816,55.861767,525d1784b966af8e955fb094ac8eac88fb85fdbbe6bd84818fe2a094b728e595,NATIVE_LAMOST_SUPPORTED,D093,525d1784b966af8e955fb094ac8eac88fb85fdbbe6bd84818fe2a094b728e595
J104427.75+271806.3,bright,SDSS:2356-53786-25;specObjID=2652627115987462144;run2d=26,SDSS_LEGACY,0.0758242085576057,161.11564,27.301753,032c8157c5570762e4a30c7450596b8c88de394597a02d7908523b4413a7eddf,NATIVE_SDSS_SUPPORTED,D093,032c8157c5570762e4a30c7450596b8c88de394597a02d7908523b4413a7eddf
J104427.75+271806.3,faint,LAMOST_DR11:obsid=630703244;planid=HD104953N275826M02;spid=3;fiberid=244;LMJD=58133,LAMOST_DR11,0.0758242085576057,161.115629,27.301746,c6dcdd0cbdb0b94e5b63d5e164d7358939fb43f537423863fb1eec4ed352af25,NATIVE_LAMOST_SUPPORTED,D093,c6dcdd0cbdb0b94e5b63d5e164d7358939fb43f537423863fb1eec4ed352af25
J105233.83+454949.3,bright,SDSS:1434-53053-573;specObjID=1614698022673868800;run2d=26,SDSS_LEGACY,0.1267061084508896,163.14094,45.830353,ec4415361e15d150d008fcd6dcb4c2121c0636a8c2be7cfeba7c7adc30c8324a,NATIVE_SDSS_SUPPORTED,D093,ec4415361e15d150d008fcd6dcb4c2121c0636a8c2be7cfeba7c7adc30c8324a
J105233.83+454949.3,faint,LAMOST_DR11:obsid=649509145;planid=HD104520N453358M02;spid=9;fiberid=145;LMJD=58171,LAMOST_DR11,0.1267061084508896,163.140991,45.830343,558c1cd42db2a7d929a369a56258602e55ad7ab93b455db3760a5f82a6082c0f,NATIVE_LAMOST_SUPPORTED,D093,558c1cd42db2a7d929a369a56258602e55ad7ab93b455db3760a5f82a6082c0f
J110413.32+281530.3,bright,SDSS:2211-53786-187;specObjID=2489416159716206592;run2d=26,SDSS_LEGACY,0.1866018623113632,166.05552,28.258427,73b740cc53b1c96132706ac3fec0e1e078c785b30a92055c0fe67979f7dc37eb,NATIVE_SDSS_SUPPORTED,D093,73b740cc53b1c96132706ac3fec0e1e078c785b30a92055c0fe67979f7dc37eb
J110413.32+281530.3,faint,LAMOST_DR11:obsid=392405116;planid=HD110311N285548M01;spid=5;fiberid=116;LMJD=57377,LAMOST_DR11,0.1866018623113632,166.05552,28.258427,f05285be15f6bd85e66642ea01f7fee7a76803cea562949ec6a722b89ab6c552,NATIVE_LAMOST_SUPPORTED,D093,f05285be15f6bd85e66642ea01f7fee7a76803cea562949ec6a722b89ab6c552
J1110+0804,bright,LAMOST_DR11:obsid=631809074;planid=HD110609N070823M02;spid=9;fiberid=74;LMJD=58136,LAMOST_DR11,0.1161192953586578,167.501357,8.071009,66e06a001173ee34a891001f7d88237f011e6621e54cb7ebe7581e60319f3dc3,NATIVE_LAMOST_SUPPORTED,D093,66e06a001173ee34a891001f7d88237f011e6621e54cb7ebe7581e60319f3dc3
J1110+0804,faint,SDSS:1004-52723-452;specObjID=1130527796968318976,SDSS_LEGACY,0.1161192953586578,167.50135,8.071031,e32de936a263dde14dabef8ead413fa3659f074e00aa10f0d482a4bd886b8709,NATIVE_SDSS_SUPPORTED,D093,e32de936a263dde14dabef8ead413fa3659f074e00aa10f0d482a4bd886b8709
J112229.65+214815.6,bright,SDSS:2496-54178-513;specObjID=2810387249940686848;run2d=26,SDSS_LEGACY,0.0602363459765911,170.62355,21.804329,2340feee38569a5be770fd16f02b7fca1c9b04166a59b178ed0fc0ff7124189b,NATIVE_SDSS_SUPPORTED,D093,2340feee38569a5be770fd16f02b7fca1c9b04166a59b178ed0fc0ff7124189b
J112229.65+214815.6,faint,LAMOST_DR11:obsid=435205184;planid=HD112608N224229M01;spid=5;fiberid=184;LMJD=57453,LAMOST_DR11,0.0602363459765911,170.623589,21.80433,4897f5e97cfbcbb1bb96d49d6e1bf3c6da7e68e10a2d648d0bac9ec84f229e9f,NATIVE_LAMOST_SUPPORTED,D093,4897f5e97cfbcbb1bb96d49d6e1bf3c6da7e68e10a2d648d0bac9ec84f229e9f
J113402.78+290403.9,bright,SDSS:2220-53795-271;specObjID=2499572348772968448;run2d=26,SDSS_LEGACY,0.3623022437095642,173.5116,29.067752,7f780a9ca7ee133ab9713eb3a54713628edada0ed9cfa44ff009548a4860ac76,NATIVE_SDSS_SUPPORTED,D093,7f780a9ca7ee133ab9713eb3a54713628edada0ed9cfa44ff009548a4860ac76
J113402.78+290403.9,faint,LAMOST_DR11:obsid=507214106;planid=HD114322N280318M02;spid=14;fiberid=106;LMJD=57756,LAMOST_DR11,0.3623022437095642,173.5116,29.067752,e07fb422c38d254e7cb6ebdbe32e9ee59dbc602554ab3dbc936bb463aaeb2fd4,NATIVE_LAMOST_SUPPORTED,D093,e07fb422c38d254e7cb6ebdbe32e9ee59dbc602554ab3dbc936bb463aaeb2fd4
J114154.47+063509.6,bright,SDSS:1620-53137-122;specObjID=1823991436819851264;run2d=26,SDSS_LEGACY,0.1017791330814361,175.47695,6.5860137,7e7a3de4b294867e48f205e3474600347743f7a257f81840de2e55cc18850b4f,NATIVE_SDSS_SUPPORTED,D093,7e7a3de4b294867e48f205e3474600347743f7a257f81840de2e55cc18850b4f
J114154.47+063509.6,faint,LAMOST_DR11:obsid=965407068;planid=HD113827N080803M02;spid=7;fiberid=68;LMJD=59585,LAMOST_DR11,0.1017791330814361,175.476924,6.586031,9a1d3765d85e94aebc2ef1f7766151ede52aa67c24a27ddd3c3d3c1e673c955b,NATIVE_LAMOST_SUPPORTED,D093,9a1d3765d85e94aebc2ef1f7766151ede52aa67c24a27ddd3c3d3c1e673c955b
J114634.92+282642.0,bright,SDSS:2222-53799-122;specObjID=2501783191845627904;run2d=26,SDSS_LEGACY,0.2252099066972732,176.6455,28.444999,aee78b792d2be845c12bf3f2e627db4f4b59c7d835a84595def555f7c9524f3e,NATIVE_SDSS_SUPPORTED,D093,aee78b792d2be845c12bf3f2e627db4f4b59c7d835a84595def555f7c9524f3e
J114634.92+282642.0,faint,LAMOST_DR11:obsid=507209219;planid=HD114322N280318M02;spid=9;fiberid=219;LMJD=57756,LAMOST_DR11,0.2252099066972732,176.6455,28.444999,e4e1873e49bfe93c187e4a247751adf565dc929772572225ce77093e6691233e,NATIVE_LAMOST_SUPPORTED,D093,e4e1873e49bfe93c187e4a247751adf565dc929772572225ce77093e6691233e
J120635.22+175312.3,bright,SDSS:2595-54207-589;specObjID=2921872231925573632;run2d=26,SDSS_LEGACY,0.1458721905946731,181.64673,17.886752,62c61b44f89fcf92110c34040bc6b65174cfa3364d86fd51332688a6be85ba4d,NATIVE_SDSS_SUPPORTED,D093,62c61b44f89fcf92110c34040bc6b65174cfa3364d86fd51332688a6be85ba4d
J120635.22+175312.3,faint,LAMOST_DR11:obsid=404114104;planid=HD121513N165426M01;spid=14;fiberid=104;LMJD=57398,LAMOST_DR11,0.1458721905946731,181.64673,17.886752,a89e9d4a7aad784823b4fb2e948eda567520298f339a0f2239ee474f657d1230,NATIVE_LAMOST_SUPPORTED,D093,a89e9d4a7aad784823b4fb2e948eda567520298f339a0f2239ee474f657d1230
J121618.00+515946.1,bright,SDSS:883-52430-109;specObjID=994199620202555392;run2d=26,SDSS_LEGACY,0.6233243346214294,184.07502,51.996129,efe003a3013cb6110dcada686510e15e4c8fa49c9d605fac78afbb23a77f645a,NATIVE_SDSS_SUPPORTED,D093,efe003a3013cb6110dcada686510e15e4c8fa49c9d605fac78afbb23a77f645a
J121618.00+515946.1,faint,SDSSV_DR19:sdss_id=61917395;field=15237;mjd=59256;catalogid=4351905150;run2d=v6_1_3,SDSSV_DR19,0.6233243346214294,184.07505,51.996123,ec6c6bf0fb025e7e53ec282ff1f0643825bb3425a773a0bcbda971c43ba28007,NATIVE_SDSSV_SUPPORTED,D093,ec6c6bf0fb025e7e53ec282ff1f0643825bb3425a773a0bcbda971c43ba28007
J122355.23+343856.6,bright,SDSS:1999-53503-624;specObjID=2250845496362952704;run2d=26,SDSS_LEGACY,0.1362373679876327,185.98014,34.649069,e7c545f3b0920451dfbb9f453c008774effbef0be915dd1394f1911b2d445ea7,NATIVE_SDSS_SUPPORTED,D093,e7c545f3b0920451dfbb9f453c008774effbef0be915dd1394f1911b2d445ea7
J122355.23+343856.6,faint,LAMOST_DR11:obsid=307702072;planid=HD122712N362227M01;spid=2;fiberid=72;LMJD=57052,LAMOST_DR11,0.1362373679876327,185.980183,34.649062,4cffac7d9514bb33ad9fc3ea459dc825e941d61b78d300222cbedd68c202f3f1,NATIVE_LAMOST_SUPPORTED,D093,4cffac7d9514bb33ad9fc3ea459dc825e941d61b78d300222cbedd68c202f3f1
J122623.69+261050.0,bright,SDSS:2658-54502-576;specObjID=2992800357593147392;run2d=26,SDSS_LEGACY,0.1287753880023956,186.59871,26.180551,f89901a87bff4c5be91b566c931abd14050764a431e333058efc2344104ba994,NATIVE_SDSS_SUPPORTED,D093,f89901a87bff4c5be91b566c931abd14050764a431e333058efc2344104ba994
J122623.69+261050.0,faint,LAMOST_DR11:obsid=299805137;planid=HD122624N271605M01;spid=5;fiberid=137;LMJD=57041,LAMOST_DR11,0.1287753880023956,186.59871,26.180551,a38364d4c9fef12a6c2cd4470129a0db06bedfc11b4127266b48f6853ae563c1,NATIVE_LAMOST_SUPPORTED,D093,a38364d4c9fef12a6c2cd4470129a0db06bedfc11b4127266b48f6853ae563c1
J122945.61+440934.5,bright,SDSS:1372-53062-304;specObjID=1544818286443653120;run2d=26,SDSS_LEGACY,0.1880123615264892,187.44004,44.159597,167f781011e7a291816b8bb81ee49651cc1ab3108f98dd35af6bb488c2cb9f3a,NATIVE_SDSS_SUPPORTED,D093,167f781011e7a291816b8bb81ee49651cc1ab3108f98dd35af6bb488c2cb9f3a
J122945.61+440934.5,faint,LAMOST_DR11:obsid=713209059;planid=HD122456N425117M02;spid=9;fiberid=59;LMJD=58492,LAMOST_DR11,0.1880123615264892,187.44004,44.159597,2b039d5de79aa0a3c803c18d491fe0a0dfb6ce808b423643cf16ac12e2e845f3,NATIVE_LAMOST_SUPPORTED,D093,2b039d5de79aa0a3c803c18d491fe0a0dfb6ce808b423643cf16ac12e2e845f3
J124554.71+460418.7,bright,SDSS:1455-53089-91;specObjID=1638209430170396672;run2d=26,SDSS_LEGACY,0.10796719789505,191.47796,46.071874,5375b62132b57360b7277a4c7a14d120d02d7e84af4826f3fd11f280ac7d8497,NATIVE_SDSS_SUPPORTED,D093,5375b62132b57360b7277a4c7a14d120d02d7e84af4826f3fd11f280ac7d8497
J124554.71+460418.7,faint,LAMOST_DR11:obsid=989609022;planid=HD124214N455237B02;spid=9;fiberid=22;LMJD=59637,LAMOST_DR11,0.10796719789505,191.478014,46.071925,ffda4798d2cadd95b70e34ded5e5773c155ec67755ce6cb38c3fb334d1277694,NATIVE_LAMOST_SUPPORTED,D093,ffda4798d2cadd95b70e34ded5e5773c155ec67755ce6cb38c3fb334d1277694
J130501.21+010323.8,bright,SDSS:294-51986-417;specObjID=331129230018504704;run2d=26,SDSS_LEGACY,0.1342264115810394,196.25506,1.0566007,6b9f8c4a4b8318a7edb30b9c6e90c86b38c1aff6cde40f7745c7864c10276b6f,NATIVE_SDSS_SUPPORTED,D093,6b9f8c4a4b8318a7edb30b9c6e90c86b38c1aff6cde40f7745c7864c10276b6f
J130501.21+010323.8,faint,LAMOST_DR11:obsid=881515101;planid=HD130444N001742M02;spid=15;fiberid=101;LMJD=59230,LAMOST_DR11,0.1342264115810394,196.25506,1.056601,b6abd1cd8ae25e4ff5162bba8b71e93a03d108da0ccd88bda52537384972c8df,NATIVE_LAMOST_SUPPORTED,D093,b6abd1cd8ae25e4ff5162bba8b71e93a03d108da0ccd88bda52537384972c8df
J131432.70+122718.5,bright,SDSS:1697-53142-461;specObjID=1910778913341073408;run2d=26,SDSS_LEGACY,0.0864279270172119,198.63627,12.455132,40888c89927325b41a1bccdfc167cb7faca751ac29af5850e6e4187a35054202,NATIVE_SDSS_SUPPORTED,D093,40888c89927325b41a1bccdfc167cb7faca751ac29af5850e6e4187a35054202
J131432.70+122718.5,faint,LAMOST_DR11:obsid=1098708162;planid=HD131318N132328B03;spid=8;fiberid=162;LMJD=59996,LAMOST_DR11,0.0864279270172119,198.636259,12.455127,890d3b86bf10faa639c2549d01fcdf02588623c5277156070aa26364982134d8,NATIVE_LAMOST_SUPPORTED,D093,890d3b86bf10faa639c2549d01fcdf02588623c5277156070aa26364982134d8
J132421.98+280238.3,bright,SDSS:2002-53471-3;specObjID=2254052496366397440;run2d=26,SDSS_LEGACY,0.1244172900915145,201.0916,28.043983,0c43772ed033c16fc76ba207c98ed28c471ec7417260a2897537f487a29f4c1a,NATIVE_SDSS_SUPPORTED,D093,0c43772ed033c16fc76ba207c98ed28c471ec7417260a2897537f487a29f4c1a
J132421.98+280238.3,faint,LAMOST_DR11:obsid=219316181;planid=HD133100N262324M01;spid=16;fiberid=181;LMJD=56718,LAMOST_DR11,0.1244172900915145,201.0916,28.04398,5a259f11fec406c58b7cc716cfd02d318b8901a41674b291a7b60334359f077e,NATIVE_LAMOST_SUPPORTED,D093,5a259f11fec406c58b7cc716cfd02d318b8901a41674b291a7b60334359f077e
